id,back_decimal,start_date,updated,bet_with_bookie_name,bet_slug,market_slug,bookie_code,best_back_decimal
nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/arsenal,1.48,2022-01-22T15:00:00Z,2022-01-05T15:10:05Z,Arsenal (Netbet),arsenal,win-market,nt,1.6
nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/burnley,5.25,2022-01-22T15:00:00Z,2022-01-05T15:10:05Z,Burnley (Netbet),burnley,win-market,nt,9.0
fb/soccer/england-premier-league/arsenal-v-burnley/1x2/draw,3.9,2022-01-22T15:00:00Z,2022-01-05T15:10:05Z,Draw (Fansbet),draw,win-market,fb,4.33
fb/soccer/england-premier-league/arsenal-v-burnley/1x2/arsenal,1.52,2022-01-22T15:00:00Z,2022-01-05T15:10:05Z,Arsenal (Fansbet),arsenal,win-market,fb,1.6
fb/soccer/england-premier-league/arsenal-v-burnley/1x2/burnley,5.5,2022-01-22T15:00:00Z,2022-01-05T15:10:05Z,Burnley (Fansbet),burnley,win-market,fb,9.0
mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/draw,4.05,2022-01-22T15:00:00Z,2022-01-05T15:10:05Z,Draw (Mansion Bet),draw,win-market,mb,4.33
mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.5,2022-01-22T15:00:00Z,2022-01-05T15:10:05Z,Arsenal (Mansion Bet),arsenal,win-market,mb,1.6
mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/burnley,5.75,2022-01-22T15:00:00Z,2022-01-05T15:10:05Z,Burnley (Mansion Bet),burnley,win-market,mb,9.0
by/ukfootball/england-england-premier-league/arsenal-v-burnley/match-betting/draw,3.8,2022-01-22T15:00:00Z,2022-01-05T15:10:05Z,Draw (BoyleSports),draw,win-market,by,4.33
by/ukfootball/england-england-premier-league/arsenal-v-burnley/match-betting/arsenal,1.6,2022-01-22T15:00:00Z,2022-01-05T15:10:05Z,Arsenal (BoyleSports),arsenal,win-market,by,1.6
by/ukfootball/england-england-premier-league/arsenal-v-burnley/match-betting/burnley,5.5,2022-01-22T15:00:00Z,2022-01-05T15:10:05Z,Burnley (BoyleSports),burnley,win-market,by,9.0
tn/football/england-premier-league/arsenal-v-burnley/main-result-main-line/x,3.9,2022-01-22T15:00:00Z,2022-01-05T15:10:05Z,Draw (TonyBet),draw,win-market,tn,4.33
tn/football/england-premier-league/arsenal-v-burnley/main-result-main-line/arsenal,1.57,2022-01-22T15:00:00Z,2022-01-05T15:10:05Z,Arsenal (TonyBet),arsenal,win-market,tn,1.6
tn/football/england-premier-league/arsenal-v-burnley/main-result-main-line/burnley,5.75,2022-01-22T15:00:00Z,2022-01-05T15:10:05Z,Burnley (TonyBet),burnley,win-market,tn,9.0
bh/football/england-premier-league/arsenal-v-burnley/tip/draw,4.2,2022-01-22T16:00:00Z,2022-01-05T15:10:05Z,Draw (Bet At Home),draw,win-market,bh,4.33
bh/football/england-premier-league/arsenal-v-burnley/tip/arsenal,1.5,2022-01-22T16:00:00Z,2022-01-05T15:10:05Z,Arsenal (Bet At Home),arsenal,win-market,bh,1.6
bh/football/england-premier-league/arsenal-v-burnley/tip/burnley,6.0,2022-01-22T16:00:00Z,2022-01-05T15:10:05Z,Burnley (Bet At Home),burnley,win-market,bh,9.0
lv/football/england-premier-league/arsenal-fc-v-burnley-fc/3w/draw,4.1,2022-01-22T15:00:00Z,2022-01-05T15:10:05Z,Draw (LVbet),draw,win-market,lv,4.33
lv/football/england-premier-league/arsenal-fc-v-burnley-fc/3w/arsenal-fc,1.6,2022-01-22T15:00:00Z,2022-01-05T15:10:05Z,Arsenal (LVbet),arsenal,win-market,lv,1.6
lv/football/england-premier-league/arsenal-fc-v-burnley-fc/3w/burnley-fc,6.0,2022-01-22T15:00:00Z,2022-01-05T15:10:05Z,Burnley (LVbet),burnley,win-market,lv,9.0
bs/football/england-premier-league-epl/arsenal-v-burnley/match-result/draw,4.2,2022-01-22T15:00:00Z,2022-01-05T15:10:05Z,Draw (Betsson),draw,win-market,bs,4.33
bs/football/england-premier-league-epl/arsenal-v-burnley/match-result/arsenal,1.55,2022-01-22T15:00:00Z,2022-01-05T15:10:05Z,Arsenal (Betsson),arsenal,win-market,bs,1.6
bs/football/england-premier-league-epl/arsenal-v-burnley/match-result/burnley,6.7,2022-01-22T15:00:00Z,2022-01-05T15:10:05Z,Burnley (Betsson),burnley,win-market,bs,9.0
sa/football/england-premier-league-epl/arsenal-v-burnley/match-result/draw,4.2,2022-01-22T15:00:00Z,2022-01-05T15:10:05Z,Draw (Betsafe),draw,win-market,sa,4.33
sa/football/england-premier-league-epl/arsenal-v-burnley/match-result/arsenal,1.55,2022-01-22T15:00:00Z,2022-01-05T15:10:05Z,Arsenal (Betsafe),arsenal,win-market,sa,1.6
sa/football/england-premier-league-epl/arsenal-v-burnley/match-result/burnley,6.7,2022-01-22T15:00:00Z,2022-01-05T15:10:05Z,Burnley (Betsafe),burnley,win-market,sa,9.0
vb/football/england-premier-league/arsenal-v-burnley/match-result/draw,4.1,2022-01-22T15:00:00Z,2022-01-05T15:10:05Z,Draw (Vbet),draw,win-market,vb,4.33
vb/football/england-premier-league/arsenal-v-burnley/match-result/arsenal,1.6,2022-01-22T15:00:00Z,2022-01-05T15:10:05Z,Arsenal (Vbet),arsenal,win-market,vb,1.6
vb/football/england-premier-league/arsenal-v-burnley/match-result/burnley,6.0,2022-01-22T15:00:00Z,2022-01-05T15:10:05Z,Burnley (Vbet),burnley,win-market,vb,9.0
wa/soccer/arsenal-burnley/arsenal-v-burnley/win-draw-win/arsenal,1.55,2022-01-22T14:50:00Z,2022-01-05T18:57:02Z,Arsenal (Betway),arsenal,win-market,wa,1.57
wa/soccer/arsenal-burnley/arsenal-v-burnley/win-draw-win/burnley,6.0,2022-01-22T14:50:00Z,2022-01-05T18:57:02Z,Burnley (Betway),burnley,win-market,wa,9.0
eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/draw,4.05,2022-01-22T15:00:00Z,2022-01-05T18:57:02Z,Draw (10bet),draw,win-market,eb,4.33
eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.5,2022-01-22T15:00:00Z,2022-01-05T18:57:02Z,Arsenal (10bet),arsenal,win-market,eb,1.57
eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/burnley,5.75,2022-01-22T15:00:00Z,2022-01-05T18:57:02Z,Burnley (10bet),burnley,win-market,eb,9.0
nt/soccer/england-premier-league/arsenal-v-burnley/1x2/draw,3.9,2022-01-22T15:00:00Z,2022-01-05T18:57:02Z,Draw (Netbet),draw,win-market,nt,4.33
nt/soccer/england-premier-league/arsenal-v-burnley/1x2/arsenal,1.48,2022-01-22T15:00:00Z,2022-01-05T18:57:02Z,Arsenal (Netbet),arsenal,win-market,nt,1.57
nt/soccer/england-premier-league/arsenal-v-burnley/1x2/burnley,5.25,2022-01-22T15:00:00Z,2022-01-05T18:57:02Z,Burnley (Netbet),burnley,win-market,nt,9.0
fb/soccer/england-premier-league/arsenal-v-burnley/1x2/draw,4.05,2022-01-22T15:00:00Z,2022-01-05T18:57:02Z,Draw (Fansbet),draw,win-market,fb,4.33
fb/soccer/england-premier-league/arsenal-v-burnley/1x2/arsenal,1.5,2022-01-22T15:00:00Z,2022-01-05T18:57:02Z,Arsenal (Fansbet),arsenal,win-market,fb,1.57
fb/soccer/england-premier-league/arsenal-v-burnley/1x2/burnley,5.75,2022-01-22T15:00:00Z,2022-01-05T18:57:02Z,Burnley (Fansbet),burnley,win-market,fb,9.0
mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/draw,4.15,2022-01-22T15:00:00Z,2022-01-05T18:57:02Z,Draw (Mansion Bet),draw,win-market,mb,4.33
mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.49,2022-01-22T15:00:00Z,2022-01-05T18:57:02Z,Arsenal (Mansion Bet),arsenal,win-market,mb,1.57
by/ukfootball/england-england-premier-league/arsenal-v-burnley/match-betting/draw,4.0,2022-01-23T14:00:00Z,2022-01-05T18:57:02Z,Draw (BoyleSports),draw,win-market,by,4.33
by/ukfootball/england-england-premier-league/arsenal-v-burnley/match-betting/arsenal,1.55,2022-01-23T14:00:00Z,2022-01-05T18:57:02Z,Arsenal (BoyleSports),arsenal,win-market,by,1.57
by/ukfootball/england-england-premier-league/arsenal-v-burnley/match-betting/burnley,6.0,2022-01-23T14:00:00Z,2022-01-05T18:57:02Z,Burnley (BoyleSports),burnley,win-market,by,9.0
tn/football/england-premier-league/arsenal-v-burnley/main-result-main-line/x,4.15,2022-01-22T15:00:00Z,2022-01-05T18:57:02Z,Draw (TonyBet),draw,win-market,tn,4.33
tn/football/england-premier-league/arsenal-v-burnley/main-result-main-line/arsenal,1.5,2022-01-22T15:00:00Z,2022-01-05T18:57:02Z,Arsenal (TonyBet),arsenal,win-market,tn,1.57
tn/football/england-premier-league/arsenal-v-burnley/main-result-main-line/burnley,6.0,2022-01-22T15:00:00Z,2022-01-05T18:57:02Z,Burnley (TonyBet),burnley,win-market,tn,9.0
bh/football/england-premier-league/arsenal-v-burnley/tip/arsenal,1.51,2022-01-23T15:00:00Z,2022-01-05T18:57:02Z,Arsenal (Bet At Home),arsenal,win-market,bh,1.57
bh/football/england-premier-league/arsenal-v-burnley/tip/burnley,5.8,2022-01-23T15:00:00Z,2022-01-05T18:57:02Z,Burnley (Bet At Home),burnley,win-market,bh,9.0
lv/football/england-premier-league/arsenal-fc-v-burnley-fc/3w/draw,4.3,2022-01-23T14:00:00Z,2022-01-05T18:57:02Z,Draw (LVbet),draw,win-market,lv,4.33
lv/football/england-premier-league/arsenal-fc-v-burnley-fc/3w/arsenal-fc,1.55,2022-01-23T14:00:00Z,2022-01-05T18:57:02Z,Arsenal (LVbet),arsenal,win-market,lv,1.57
lv/football/england-premier-league/arsenal-fc-v-burnley-fc/3w/burnley-fc,6.2,2022-01-23T14:00:00Z,2022-01-05T18:57:02Z,Burnley (LVbet),burnley,win-market,lv,9.0
bs/football/england-premier-league-epl/arsenal-v-burnley/match-result/draw,4.25,2022-01-22T15:00:00Z,2022-01-05T18:57:02Z,Draw (Betsson),draw,win-market,bs,4.33
bs/football/england-premier-league-epl/arsenal-v-burnley/match-result/arsenal,1.57,2022-01-22T15:00:00Z,2022-01-05T18:57:02Z,Arsenal (Betsson),arsenal,win-market,bs,1.57
bs/football/england-premier-league-epl/arsenal-v-burnley/match-result/burnley,6.3,2022-01-22T15:00:00Z,2022-01-05T18:57:02Z,Burnley (Betsson),burnley,win-market,bs,9.0
sa/football/england-premier-league-epl/arsenal-v-burnley/match-result/draw,4.25,2022-01-22T15:00:00Z,2022-01-05T18:57:02Z,Draw (Betsafe),draw,win-market,sa,4.33
sa/football/england-premier-league-epl/arsenal-v-burnley/match-result/arsenal,1.57,2022-01-22T15:00:00Z,2022-01-05T18:57:02Z,Arsenal (Betsafe),arsenal,win-market,sa,1.57
sa/football/england-premier-league-epl/arsenal-v-burnley/match-result/burnley,6.3,2022-01-22T15:00:00Z,2022-01-05T18:57:02Z,Burnley (Betsafe),burnley,win-market,sa,9.0
vb/football/england-premier-league/arsenal-v-burnley/match-result/draw,4.33,2022-01-23T14:00:00Z,2022-01-05T18:57:02Z,Draw (Vbet),draw,win-market,vb,4.33
vb/football/england-premier-league/arsenal-v-burnley/match-result/arsenal,1.55,2022-01-23T14:00:00Z,2022-01-05T18:57:02Z,Arsenal (Vbet),arsenal,win-market,vb,1.57
vb/football/england-premier-league/arsenal-v-burnley/match-result/burnley,6.3,2022-01-23T14:00:00Z,2022-01-05T18:57:02Z,Burnley (Vbet),burnley,win-market,vb,9.0
eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.53,2022-01-22T15:00:00Z,2022-01-05T22:22:52Z,Arsenal (10bet),arsenal,win-market,eb,1.55
eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/burnley,5.25,2022-01-22T15:00:00Z,2022-01-05T22:22:52Z,Burnley (10bet),burnley,win-market,eb,9.0
nt/soccer/england-premier-league/arsenal-v-burnley/1x2/arsenal,1.5,2022-01-22T15:00:00Z,2022-01-05T22:22:52Z,Arsenal (Netbet),arsenal,win-market,nt,1.55
nt/soccer/england-premier-league/arsenal-v-burnley/1x2/burnley,5.0,2022-01-22T15:00:00Z,2022-01-05T22:22:52Z,Burnley (Netbet),burnley,win-market,nt,9.0
fb/soccer/england-premier-league/arsenal-v-burnley/1x2/arsenal,1.52,2022-01-22T15:00:00Z,2022-01-05T22:22:52Z,Arsenal (Fansbet),arsenal,win-market,fb,1.55
fb/soccer/england-premier-league/arsenal-v-burnley/1x2/burnley,5.25,2022-01-22T15:00:00Z,2022-01-05T22:22:52Z,Burnley (Fansbet),burnley,win-market,fb,9.0
mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/draw,4.2,2022-01-22T15:00:00Z,2022-01-05T22:22:52Z,Draw (Mansion Bet),draw,win-market,mb,4.4
mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.51,2022-01-22T15:00:00Z,2022-01-05T22:22:52Z,Arsenal (Mansion Bet),arsenal,win-market,mb,1.55
mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/burnley,5.5,2022-01-22T15:00:00Z,2022-01-05T22:22:52Z,Burnley (Mansion Bet),burnley,win-market,mb,9.0
bs/football/england-premier-league-epl/arsenal-v-burnley/match-result/draw,4.4,2022-01-22T15:00:00Z,2022-01-05T22:22:52Z,Draw (Betsson),draw,win-market,bs,4.4
bs/football/england-premier-league-epl/arsenal-v-burnley/match-result/arsenal,1.55,2022-01-22T15:00:00Z,2022-01-05T22:22:52Z,Arsenal (Betsson),arsenal,win-market,bs,1.55
sa/football/england-premier-league-epl/arsenal-v-burnley/match-result/draw,4.4,2022-01-22T15:00:00Z,2022-01-05T22:22:52Z,Draw (Betsafe),draw,win-market,sa,4.4
sa/football/england-premier-league-epl/arsenal-v-burnley/match-result/arsenal,1.55,2022-01-22T15:00:00Z,2022-01-05T22:22:52Z,Arsenal (Betsafe),arsenal,win-market,sa,1.55
wh/uk-football/english-premier-league/arsenal-v-burnley/90-minutes/draw,3.8,2022-01-23T14:00:00Z,2022-01-06T01:48:18Z,Draw (William Hill),draw,win-market,wh,4.4
wh/uk-football/english-premier-league/arsenal-v-burnley/90-minutes/arsenal,1.53,2022-01-23T14:00:00Z,2022-01-06T01:48:18Z,Arsenal (William Hill),arsenal,win-market,wh,1.55
wh/uk-football/english-premier-league/arsenal-v-burnley/90-minutes/burnley,7.0,2022-01-23T14:00:00Z,2022-01-06T01:48:18Z,Burnley (William Hill),burnley,win-market,wh,7.0
eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/draw,3.95,2022-01-22T15:00:00Z,2022-01-06T01:48:18Z,Draw (10bet),draw,win-market,eb,4.4
eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.51,2022-01-22T15:00:00Z,2022-01-06T01:48:18Z,Arsenal (10bet),arsenal,win-market,eb,1.55
eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/burnley,5.5,2022-01-22T15:00:00Z,2022-01-06T01:48:18Z,Burnley (10bet),burnley,win-market,eb,7.0
nt/soccer/england-premier-league/arsenal-v-burnley/1x2/draw,3.8,2022-01-22T15:00:00Z,2022-01-06T01:48:18Z,Draw (Netbet),draw,win-market,nt,4.4
nt/soccer/england-premier-league/arsenal-v-burnley/1x2/burnley,5.25,2022-01-22T15:00:00Z,2022-01-06T01:48:18Z,Burnley (Netbet),burnley,win-market,nt,7.0
fb/soccer/england-premier-league/arsenal-v-burnley/1x2/draw,3.95,2022-01-22T15:00:00Z,2022-01-06T01:48:18Z,Draw (Fansbet),draw,win-market,fb,4.4
fb/soccer/england-premier-league/arsenal-v-burnley/1x2/arsenal,1.51,2022-01-22T15:00:00Z,2022-01-06T01:48:18Z,Arsenal (Fansbet),arsenal,win-market,fb,1.55
fb/soccer/england-premier-league/arsenal-v-burnley/1x2/burnley,5.5,2022-01-22T15:00:00Z,2022-01-06T01:48:18Z,Burnley (Fansbet),burnley,win-market,fb,7.0
mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/draw,4.05,2022-01-22T15:00:00Z,2022-01-06T01:48:18Z,Draw (Mansion Bet),draw,win-market,mb,4.4
mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.5,2022-01-22T15:00:00Z,2022-01-06T01:48:18Z,Arsenal (Mansion Bet),arsenal,win-market,mb,1.55
tn/football/england-premier-league/arsenal-v-burnley/main-result-main-line/x,4.25,2022-01-22T15:00:00Z,2022-01-06T08:26:02Z,Draw (TonyBet),draw,win-market,tn,4.4
tn/football/england-premier-league/arsenal-v-burnley/main-result-main-line/burnley,6.15,2022-01-22T15:00:00Z,2022-01-06T08:26:02Z,Burnley (TonyBet),burnley,win-market,tn,7.0
lv/football/england-premier-league/arsenal-fc-v-burnley-fc/3w/draw,4.35,2022-01-23T14:00:00Z,2022-01-06T08:26:02Z,Draw (LVbet),draw,win-market,lv,4.4
lv/football/england-premier-league/arsenal-fc-v-burnley-fc/3w/arsenal-fc,1.54,2022-01-23T14:00:00Z,2022-01-06T08:26:02Z,Arsenal (LVbet),arsenal,win-market,lv,1.55
lv/football/england-premier-league/arsenal-fc-v-burnley-fc/3w/burnley-fc,6.3,2022-01-23T14:00:00Z,2022-01-06T08:26:02Z,Burnley (LVbet),burnley,win-market,lv,7.0
bh/football/england-premier-league/arsenal-v-burnley/tip/arsenal,1.52,2022-01-23T15:00:00Z,2022-01-06T11:46:23Z,Arsenal (Bet At Home),arsenal,win-market,bh,1.57
bs/football/england-premier-league-epl/arsenal-v-burnley/match-result/draw,4.25,2022-01-22T15:00:00Z,2022-01-06T11:46:23Z,Draw (Betsson),draw,win-market,bs,4.35
bs/football/england-premier-league-epl/arsenal-v-burnley/match-result/arsenal,1.57,2022-01-22T15:00:00Z,2022-01-06T11:46:23Z,Arsenal (Betsson),arsenal,win-market,bs,1.57
sa/football/england-premier-league-epl/arsenal-v-burnley/match-result/draw,4.25,2022-01-22T15:00:00Z,2022-01-06T11:46:23Z,Draw (Betsafe),draw,win-market,sa,4.35
sa/football/england-premier-league-epl/arsenal-v-burnley/match-result/arsenal,1.57,2022-01-22T15:00:00Z,2022-01-06T11:46:23Z,Arsenal (Betsafe),arsenal,win-market,sa,1.57
eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/draw,4.0,2022-01-22T15:00:00Z,2022-01-06T15:12:47Z,Draw (10bet),draw,win-market,eb,4.55
eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.5,2022-01-22T15:00:00Z,2022-01-06T15:12:47Z,Arsenal (10bet),arsenal,win-market,eb,1.57
eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/burnley,5.75,2022-01-22T15:00:00Z,2022-01-06T15:12:47Z,Burnley (10bet),burnley,win-market,eb,7.0
nt/soccer/england-premier-league/arsenal-v-burnley/1x2/draw,3.9,2022-01-22T15:00:00Z,2022-01-06T15:12:47Z,Draw (Netbet),draw,win-market,nt,4.55
nt/soccer/england-premier-league/arsenal-v-burnley/1x2/arsenal,1.47,2022-01-22T15:00:00Z,2022-01-06T15:12:47Z,Arsenal (Netbet),arsenal,win-market,nt,1.57
nt/soccer/england-premier-league/arsenal-v-burnley/1x2/burnley,5.5,2022-01-22T15:00:00Z,2022-01-06T15:12:47Z,Burnley (Netbet),burnley,win-market,nt,7.0
fb/soccer/england-premier-league/arsenal-v-burnley/1x2/draw,4.0,2022-01-22T15:00:00Z,2022-01-06T15:12:47Z,Draw (Fansbet),draw,win-market,fb,4.55
fb/soccer/england-premier-league/arsenal-v-burnley/1x2/arsenal,1.5,2022-01-22T15:00:00Z,2022-01-06T15:12:47Z,Arsenal (Fansbet),arsenal,win-market,fb,1.57
fb/soccer/england-premier-league/arsenal-v-burnley/1x2/burnley,5.75,2022-01-22T15:00:00Z,2022-01-06T15:12:47Z,Burnley (Fansbet),burnley,win-market,fb,7.0
mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/draw,4.15,2022-01-22T15:00:00Z,2022-01-06T15:12:47Z,Draw (Mansion Bet),draw,win-market,mb,4.55
mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.48,2022-01-22T15:00:00Z,2022-01-06T15:12:47Z,Arsenal (Mansion Bet),arsenal,win-market,mb,1.57
mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/burnley,6.0,2022-01-22T15:00:00Z,2022-01-06T15:12:47Z,Burnley (Mansion Bet),burnley,win-market,mb,7.0
by/ukfootball/england-england-premier-league/arsenal-v-burnley/match-betting/arsenal,1.5,2022-01-23T14:00:00Z,2022-01-06T15:12:47Z,Arsenal (BoyleSports),arsenal,win-market,by,1.57
by/ukfootball/england-england-premier-league/arsenal-v-burnley/match-betting/burnley,7.0,2022-01-23T14:00:00Z,2022-01-06T15:12:47Z,Burnley (BoyleSports),burnley,win-market,by,7.0
tn/football/england-premier-league/arsenal-v-burnley/main-result-main-line/x,4.3,2022-01-22T15:00:00Z,2022-01-06T15:12:47Z,Draw (TonyBet),draw,win-market,tn,4.55
tn/football/england-premier-league/arsenal-v-burnley/main-result-main-line/arsenal,1.47,2022-01-22T15:00:00Z,2022-01-06T15:12:47Z,Arsenal (TonyBet),arsenal,win-market,tn,1.57
tn/football/england-premier-league/arsenal-v-burnley/main-result-main-line/burnley,6.55,2022-01-22T15:00:00Z,2022-01-06T15:12:47Z,Burnley (TonyBet),burnley,win-market,tn,7.0
bh/football/england-premier-league/arsenal-v-burnley/tip/arsenal,1.51,2022-01-23T15:00:00Z,2022-01-06T15:12:47Z,Arsenal (Bet At Home),arsenal,win-market,bh,1.57
lv/football/england-premier-league/arsenal-fc-v-burnley-fc/3w/draw,4.55,2022-01-23T14:00:00Z,2022-01-06T15:12:47Z,Draw (LVbet),draw,win-market,lv,4.55
lv/football/england-premier-league/arsenal-fc-v-burnley-fc/3w/arsenal-fc,1.49,2022-01-23T14:00:00Z,2022-01-06T15:12:47Z,Arsenal (LVbet),arsenal,win-market,lv,1.57
lv/football/england-premier-league/arsenal-fc-v-burnley-fc/3w/burnley-fc,6.9,2022-01-23T14:00:00Z,2022-01-06T15:12:47Z,Burnley (LVbet),burnley,win-market,lv,7.0
vb/football/england-premier-league/arsenal-v-burnley/match-result/draw,4.5,2022-01-23T14:00:00Z,2022-01-06T15:12:47Z,Draw (Vbet),draw,win-market,vb,4.55
vb/football/england-premier-league/arsenal-v-burnley/match-result/arsenal,1.49,2022-01-23T14:00:00Z,2022-01-06T15:12:47Z,Arsenal (Vbet),arsenal,win-market,vb,1.57
vb/football/england-premier-league/arsenal-v-burnley/match-result/burnley,7.0,2022-01-23T14:00:00Z,2022-01-06T15:12:47Z,Burnley (Vbet),burnley,win-market,vb,7.0
wh/uk-football/english-premier-league/arsenal-v-burnley/90-minutes/draw,3.9,2022-01-23T14:00:00Z,2022-01-06T18:43:13Z,Draw (William Hill),draw,win-market,wh,4.55
wh/uk-football/english-premier-league/arsenal-v-burnley/90-minutes/arsenal,1.5,2022-01-23T14:00:00Z,2022-01-06T18:43:13Z,Arsenal (William Hill),arsenal,win-market,wh,1.57
wh/uk-football/english-premier-league/arsenal-v-burnley/90-minutes/burnley,7.5,2022-01-23T14:00:00Z,2022-01-06T18:43:13Z,Burnley (William Hill),burnley,win-market,wh,7.5
nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/arsenal,1.47,2022-01-22T15:00:00Z,2022-01-06T18:43:13Z,Arsenal (Netbet),arsenal,win-market,nt,1.57
nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/burnley,5.5,2022-01-22T15:00:00Z,2022-01-06T18:43:13Z,Burnley (Netbet),burnley,win-market,nt,7.5
eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/draw,3.85,2022-01-22T15:00:00Z,2022-01-06T22:18:54Z,Draw (10bet),draw,win-market,eb,4.55
eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.53,2022-01-22T15:00:00Z,2022-01-06T22:18:54Z,Arsenal (10bet),arsenal,win-market,eb,1.57
nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/draw,3.75,2022-01-22T15:00:00Z,2022-01-06T22:18:54Z,Draw (Netbet),draw,win-market,nt,4.55
nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/arsenal,1.5,2022-01-22T15:00:00Z,2022-01-06T22:18:54Z,Arsenal (Netbet),arsenal,win-market,nt,1.57
fb/soccer/england-premier-league/arsenal-v-burnley/1x2/draw,3.85,2022-01-22T15:00:00Z,2022-01-06T22:18:54Z,Draw (Fansbet),draw,win-market,fb,4.55
fb/soccer/england-premier-league/arsenal-v-burnley/1x2/arsenal,1.52,2022-01-22T15:00:00Z,2022-01-06T22:18:54Z,Arsenal (Fansbet),arsenal,win-market,fb,1.57
mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/draw,3.95,2022-01-22T15:00:00Z,2022-01-06T22:18:54Z,Draw (Mansion Bet),draw,win-market,mb,4.55
